"","N1","N2","O1","O2","P1","P2","Q1","Q2","R1","W1","W2","W3","W4"
"CAGL0M03685g",17,12,15,14,26,17,25,20,17,7,11,12,4
"CAGL0M02783g",1,2,9,5,3,1,1,1,4,2,2,1,1
"CAGL0M00874g",0,0,4,0,1,0,0,1,0,0,0,0,0
"CAGL0M00220g",2,3,3,4,2,3,6,5,3,1,4,5,0
"CAGL0M08118g",5,3,6,6,7,7,5,1,7,1,1,0,1
"CAGL0M01914g",1,0,5,2,2,2,6,1,2,0,0,1,0
"CAGL0M06897g",2,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M02937g",0,0,0,0,0,1,0,3,0,1,0,0,0
"CAGL0M04851g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M11682g",22,20,7,2,25,23,31,15,6,1,4,25,19
"CAGL0M03069g",1,1,1,1,1,2,1,0,0,2,0,0,0
"CAGL0M08272g",2,0,3,1,4,1,4,1,3,0,2,2,1
"CAGL0M10241g",1,0,2,2,2,1,0,0,2,0,0,0,0
"CAGL0I06226g",11,4,6,4,2,4,7,0,4,2,4,5,9
"CAGL0I06853g",0,0,1,0,0,1,2,0,2,0,0,1,1
"CAGL0I04268g",1,3,3,0,4,0,1,0,1,0,0,0,0
"CAGL0I03432g",0,0,1,0,0,0,0,0,0,1,0,0,0
"CAGL0I09812g",0,0,0,4,0,2,0,0,1,0,1,0,0
"CAGL0I06006g",3,1,4,2,2,4,3,2,3,2,0,1,0
"CAGL0I05962g",3,1,2,0,9,6,0,0,2,0,0,1,0
"CAGL0I01298g",1,2,0,1,0,0,1,0,0,1,0,0,0
"CAGL0I06468r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I00550g",8,9,11,5,12,2,22,6,11,4,0,3,0
"CAGL0K10384g",3,6,5,2,3,5,9,8,2,10,6,7,11
"CAGL0K02651g",16,12,11,9,184,174,12,7,10,4,4,8,8
"CAGL0K12122g",41,27,36,45,35,51,70,60,97,31,34,9,11
"CAGL0K08162g",0,0,0,0,0,0,0,0,1,0,0,0,0
"CAGL0K12342g",1,0,1,0,1,1,5,2,2,0,1,0,1
"CAGL0K06963g",174,137,163,147,145,184,140,101,141,108,119,93,110
"CAGL0K09042g",1,1,1,1,0,4,0,0,1,0,0,0,0
"CAGL0K08668g",0,0,0,0,0,1,0,0,0,0,0,0,0
"CAGL0K09702g",34,35,58,39,34,46,35,22,103,33,43,1,0
"CAGL0K01815g",0,0,2,0,0,0,1,0,1,0,0,1,0
"CAGL0K03267g",4,1,7,0,2,0,4,0,8,0,0,0,1
"CAGL0K11297g",6,8,6,8,15,16,7,6,11,4,6,5,3
"CAGL0K00561r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K11682g",1,2,0,0,0,0,1,0,0,0,0,0,0
"CAGL0K07502g",50,42,0,1,27,57,37,27,2,0,5,138,114
"CAGL0K09823g",0,1,5,3,1,0,2,9,3,0,1,1,0
"CAGL0K02475g",1,3,5,4,0,3,5,2,7,2,4,1,0
"CAGL0K02739g",2,1,3,0,1,6,3,3,4,2,0,8,13
"CAGL0K01353g",0,0,1,0,0,1,0,0,1,0,0,0,0
"CAGL0K02013g",0,1,1,0,0,0,0,1,0,0,0,0,2
"CAGL0K00935g",2,6,3,3,3,3,2,1,0,1,1,3,4
"CAGL0K07876g",1,0,1,0,0,0,0,0,1,0,0,0,0
"CAGL0K06897g",1,1,0,1,1,2,0,0,6,2,0,0,0
"CAGL0K12958g",2,5,4,2,2,2,3,3,4,2,3,7,9
"CAGL0K12914g",11,6,5,10,6,5,13,3,8,3,1,1,1
"CAGL0K02211g",2,2,5,1,4,2,2,0,6,0,0,0,0
"CAGL0K04301g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K05335g",2,2,1,0,6,1,2,2,2,0,0,1,2
"CAGL0K11253g",2,0,2,1,3,3,0,1,1,1,0,2,3
"CAGL0K06721g",23,23,34,38,24,44,35,25,35,25,21,21,27
"CAGL0K01243g",1,2,6,1,5,0,2,2,7,1,1,2,0
"CAGL0K05819g",0,0,1,0,0,0,1,0,0,0,0,0,1
"CAGL0K10076g",9,9,8,12,7,5,10,12,14,1,7,1,1
"CAGL0K08426g",0,1,4,1,0,1,0,0,2,1,0,0,0
"CAGL0K07942g",0,0,0,0,4,0,0,0,1,0,0,0,0
"CAGL0K10274g",0,0,0,0,1,0,1,0,0,0,0,0,0
"CAGL0K05841g",1,1,1,2,0,3,0,1,5,1,1,2,6
"CAGL0K08976g",8,1,7,6,3,2,6,2,6,2,3,0,2
"CAGL0K09944g",0,1,1,0,0,1,1,0,1,1,1,0,2
"CAGL0K07111g",20,16,18,10,9,14,18,5,26,7,13,13,16
"CAGL0K12936g",1,6,1,1,1,3,8,3,2,0,0,0,0
"CAGL0K03135g",4,0,6,4,4,12,5,1,6,1,1,0,1
"CAGL0K11770g",17,8,8,12,14,15,6,4,10,6,5,10,10
"CAGL0K09438g",1,0,2,1,2,1,0,1,1,0,0,0,0
"CAGL0K04917g",1,0,0,0,1,1,0,0,0,0,0,1,1
"CAGL0K11792g",0,2,2,0,0,1,3,1,0,1,1,0,0
"CAGL0K09614g",0,0,4,1,2,0,1,2,0,0,0,5,5
"CAGL0K07227r",0,0,0,0,0,0,0,0,0,0,0,1,0
"CAGL0M06699g",3,4,5,1,3,1,3,0,1,0,1,1,0
"CAGL0M01496g",2,0,0,0,0,0,0,1,1,0,0,2,0
"CAGL0M10329g",1,2,1,1,0,0,0,0,0,0,0,0,2
"CAGL0M01804g",5,2,9,4,6,2,4,4,7,0,1,2,0
"CAGL0M11924g",0,0,0,0,0,3,1,1,0,0,1,0,0
"CAGL0F04675r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0F04455g",5,3,1,2,1,1,4,2,1,1,4,2,1
"CAGL0F08745g",39,37,41,23,34,34,47,18,33,14,21,25,24
"CAGL0F03289g",2,2,1,0,1,0,1,1,1,0,0,0,0
"CAGL0F01837g",3,1,3,2,4,2,1,0,2,0,0,0,0
"CAGL0F08019g",2,2,2,2,3,1,1,2,0,0,2,0,0
"CAGL0F07975g",2,0,4,3,2,3,1,1,5,0,0,0,1
"CAGL0F03729g",0,1,0,0,1,1,2,0,1,1,0,1,1
"CAGL0F01397g",0,0,0,1,0,1,0,0,0,1,0,0,0
"CAGL0F06611g",137,118,157,147,126,136,206,106,198,70,92,74,62
"CAGL0F03553g",1,7,7,3,2,1,5,4,5,3,3,3,2
"CAGL0F08503g",4,2,5,3,6,4,3,2,1,2,1,3,0
"CAGL0F07997g",2,4,1,1,4,4,3,1,0,0,0,22,23
"CAGL0F05247g",2,1,1,0,1,1,2,0,1,0,2,1,0
"CAGL0F08833g",1,0,0,2,2,2,1,0,2,1,0,9,7
"CAGL0F07315g",0,0,0,0,0,0,0,0,0,0,1,1,0
"CAGL0F05929g",1,0,0,0,1,0,0,1,0,0,0,0,0
"CAGL0F04257g",3,6,5,2,5,0,2,1,6,0,1,0,0
"CAGL0F06589g",91,116,177,176,141,121,466,250,355,78,81,42,48
"CAGL0F04697g",9,12,4,0,0,2,3,3,0,0,0,6,11
"CAGL0F02453g",0,0,1,0,0,0,5,0,0,0,0,1,0
"CAGL0F02387g",0,0,1,0,0,0,0,0,0,0,0,0,1
"CAGL0F03619g",1,0,0,1,0,2,1,0,3,0,0,0,1
"CAGL0F06259g",0,0,1,0,1,1,0,0,0,0,0,0,0
"CAGL0F03135g",2,1,0,0,1,2,3,1,4,1,0,0,0
"CAGL0F00275g",0,1,2,1,1,2,0,0,2,0,2,1,0
"CAGL0F00209g",320,218,242,153,236,318,210,196,134,138,125,230,218
"CAGL0F04191g",0,2,1,2,1,1,0,0,3,1,0,0,0
"CAGL0H03289g",1,0,0,0,1,1,1,0,3,1,2,0,0
"CAGL0H00484g",1,0,2,1,1,0,0,1,0,0,1,12,19
"CAGL0H01991r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0H10538g",1,0,0,0,1,0,1,1,1,1,3,2,3
"CAGL0H05005g",4,2,1,0,2,1,3,0,3,0,2,40,71
"CAGL0H09658g",0,1,1,1,0,0,0,0,0,0,0,0,0
"CAGL0H06413g",3,0,0,1,0,1,0,0,0,1,4,4,1
"CAGL0H00891g",11,8,17,11,14,5,12,8,12,6,4,2,0
"CAGL0H09878g",3,2,5,1,1,0,1,0,1,0,3,0,0
"CAGL0H01287g",8,5,6,0,4,4,1,5,4,3,1,0,1
"CAGL0H00682g",35,54,26,24,21,37,47,24,26,22,27,35,35
"CAGL0H09812g",0,1,1,0,1,0,0,0,1,0,0,0,0
"CAGL0H06391g",1,1,1,0,3,6,1,4,2,2,0,3,2
"CAGL0H08195g",22,27,27,12,26,13,28,4,29,5,6,73,85
"CAGL0H10186g",1,3,0,0,1,1,0,1,1,0,0,0,1
"CAGL0H05181g",1,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0H03157g",1,1,0,0,1,0,0,0,0,0,0,0,0
"CAGL0H01375g",1,1,2,0,0,0,0,0,0,0,0,2,0
"CAGL0H04345g",4,13,10,10,4,12,10,8,15,20,11,7,5
"CAGL0H08541g",4,1,5,2,2,8,3,2,3,0,0,2,0
"CAGL0H05709g",2,0,4,4,4,3,1,1,2,1,2,2,2
"CAGL0G07469g",0,1,1,2,1,4,1,2,2,0,2,1,2
"CAGL0G00330g",0,1,1,1,3,1,4,3,0,1,3,1,0
"CAGL0F02145g",0,1,3,0,1,0,4,0,0,0,0,1,0
"CAGL0H02915r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0G02277g",0,0,4,0,0,2,1,1,0,1,0,0,1
"CAGL0H04235g",2,2,1,3,4,0,1,1,1,2,4,0,2
"CAGL0F07843g",0,0,0,0,0,0,1,0,0,0,0,1,3
"CAGL0H04147g",2,3,6,4,3,2,3,0,5,2,2,2,1
"CAGL0F05841g",8,5,4,5,14,16,17,6,12,4,8,3,2
"CAGL0H02871g",1,0,0,0,0,0,1,0,1,0,1,0,0
"CAGL0F04587g",0,1,3,1,0,0,1,0,2,0,0,0,0
"CAGL0H06171g",4,5,5,3,6,5,7,0,4,1,4,21,21
"CAGL0F04477g",1,1,5,0,1,0,2,0,1,0,0,0,0
"CAGL0H06061r",0,0,0,1,0,0,0,0,0,0,0,0,0
"CAGL0I01958g",3,3,5,1,1,4,2,0,2,2,2,7,1
"CAGL0A01804g",207,124,97,91,312,299,87,59,53,25,28,897,645
"CAGL0A02277g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0A03410g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0A01366g",148,125,76,58,43,84,82,52,32,58,50,134,135
"CAGL0A02750g",2,1,1,1,1,0,3,1,0,0,0,1,0
"CAGL0A04741g",1,2,4,0,1,1,1,1,3,0,1,1,1
"CAGL0A03051g",0,0,2,2,3,1,0,1,1,1,3,0,1
"CAGL0A02882g",0,2,1,0,2,0,1,0,1,1,0,1,0
"CAGL0A03718g",0,1,0,1,0,2,0,0,1,0,0,0,0
"CAGL0A04147g",1,1,1,1,0,2,3,0,3,1,0,0,1
"CAGL0A01408g",1,4,6,5,5,3,1,3,5,2,1,2,2
"CAGL0A00847g",0,0,1,1,0,0,0,0,1,1,0,1,0
"CAGL0A00957g",6,2,2,2,6,2,3,0,3,2,0,11,12
"CAGL0A04477g",3,2,4,1,4,2,2,2,4,12,9,1,1
"CAGL0A02112g",1,3,9,1,2,1,3,0,3,0,0,1,0
"CAGL0A01870g",8,4,19,14,2,7,8,0,8,3,6,1,3
"CAGL0A03850r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0A03652g",4,3,1,3,2,1,4,2,3,0,0,0,0
"CAGL0A00913g",382,295,851,604,396,403,477,331,502,411,428,34,37
"CAGL0A01133g",2,2,4,0,0,1,1,0,1,1,3,1,0
"CAGL0A04829g",0,0,0,1,1,0,1,0,0,0,0,1,0
"CAGL0A04037g",6,6,7,7,3,15,5,3,2,2,4,6,6
"CAGL0A02167r",0,0,0,0,1,0,0,0,0,0,0,0,0
"CAGL0A01738g",4,4,1,1,1,0,1,0,1,0,1,0,0
"CAGL0A04125g",1,0,2,1,1,2,6,2,3,0,0,0,0
"CAGL0A01936r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0A01826g",68,92,53,52,55,65,83,50,47,36,33,37,52
"CAGL0A01562g",5,6,11,10,3,12,5,4,5,5,2,7,4
"CAGL0A00209g",1,3,3,1,0,4,4,0,4,1,0,0,0
"CAGL0A02673g",4,1,3,2,5,4,3,2,6,2,2,0,0
"CAGL0A00363g",0,1,2,0,3,0,0,0,0,1,0,1,0
"CAGL0A01001g",0,1,0,1,2,1,4,0,2,0,3,0,0
"CAGL0A02552g",3,1,2,2,2,0,0,0,1,1,0,7,3
"CAGL0A01430g",0,0,3,0,1,1,2,1,2,0,0,1,0
"CAGL0A01243g",20,21,7,6,7,4,10,11,5,3,3,5,1
"CAGL0A03872g",2,2,2,1,3,2,2,1,1,0,1,6,3
"CAGL0A03608g",24,22,12,7,9,4,19,6,6,1,1,15,15
"CAGL0A04367g",2,0,2,0,0,0,2,1,3,0,1,3,2
"CAGL0A02321g",1,4,4,4,5,4,5,1,2,1,0,15,17
"CAGL0M12881g",1,3,5,5,7,0,7,0,2,1,2,9,12
"CAGL0M05643g",0,0,1,0,1,2,1,0,0,0,0,0,1
"CAGL0M00814g",15,8,17,8,7,7,6,4,15,0,0,3,1
"CAGL0M07161g",2,1,5,2,3,4,0,1,1,0,1,0,0
"CAGL0M14091g",0,0,1,1,0,0,0,0,0,1,1,0,0
"CAGL0M04917g",16,17,22,20,14,23,24,4,11,8,12,5,8
"CAGL0I00528g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I06666g",0,1,0,1,0,0,0,0,1,0,0,0,0
"CAGL0I08393g",1,1,6,1,3,6,1,2,2,0,0,0,0
"CAGL0I06556g",1,2,0,0,1,0,0,0,0,0,1,4,3
"CAGL0I01474g",0,5,3,4,4,3,3,2,3,0,1,5,3
"CAGL0I02134g",0,0,0,0,0,1,0,0,0,0,0,0,0
"CAGL0I07469g",3,1,1,3,5,5,4,4,7,2,5,0,4
"CAGL0I04444g",5,6,2,2,6,7,15,4,2,10,9,3,3
"CAGL0I00308g",7,2,1,1,1,0,0,0,0,2,0,2,0
"CAGL0I04048g",0,0,1,0,0,1,3,0,2,1,1,0,0
"CAGL0I00660g",0,2,1,0,0,1,0,0,0,0,0,0,2
"CAGL0I09966g",1,1,0,1,0,0,0,0,0,0,0,1,0
"CAGL0I09482g",0,0,2,2,2,1,2,4,1,0,1,5,8
"CAGL0I07711g",2,0,2,0,0,0,1,2,1,0,0,0,0
"CAGL0I03938g",2,0,0,1,1,0,2,0,3,0,0,1,1
"CAGL0I06875g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I05874g",37,26,68,60,49,72,34,23,45,30,48,8,12
"CAGL0I04328g",3,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I01936g",0,2,0,0,0,1,1,0,1,0,0,1,0
"CAGL0I04862g",3,1,3,0,0,0,0,0,0,0,0,0,0
"CAGL0I09614g",1,3,2,0,0,0,1,0,0,0,0,0,0
"CAGL0I04224g",4,1,0,2,0,1,1,1,3,0,3,3,3
"CAGL0I06963g",4,3,7,8,6,2,1,3,6,3,5,8,8
"CAGL0I06314g",1,0,2,0,0,0,0,0,2,1,0,1,0
"CAGL0I08789g",36,56,58,41,37,32,84,22,40,32,26,14,31
"CAGL0I04700r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I01430g",0,0,1,2,1,1,0,0,2,0,0,0,1
"CAGL0I02354g",1,3,0,6,3,4,0,1,3,1,5,2,4
"CAGL0I02750g",1,2,1,0,1,5,1,0,1,0,0,0,4
"CAGL0I02508g",0,1,0,4,0,2,0,1,3,1,0,0,0
"CAGL0I08371g",0,0,0,0,1,0,0,2,0,0,0,2,0
"CAGL0I03058r",0,0,0,0,1,0,0,0,0,0,0,0,0
"CAGL0I04488g",21,37,55,50,35,37,30,1,36,31,34,14,10
"CAGL0I04554g",6,17,1,0,3,0,13,1,2,0,0,0,0
"CAGL0I09856g",17,13,18,16,21,16,32,3,11,14,14,31,25
"CAGL0I09130g",0,1,0,0,0,0,0,0,1,1,0,0,1
"CAGL0I10147g",38,49,70,67,65,78,71,58,64,46,65,96,78
"CAGL0I05170g",7,7,8,4,15,11,7,6,7,1,3,3,0
"CAGL0I08701g",1,0,0,0,0,1,2,0,0,0,0,0,2
"CAGL0I04026g",1,0,1,0,1,0,1,0,0,0,0,0,1
"CAGL0I03168g",1,2,0,2,2,3,3,3,1,2,0,3,5
"CAGL0I07623g",0,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0I04598g",0,3,2,0,0,0,1,0,0,0,0,4,1
"CAGL0I04378g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I05302g",11,15,10,8,20,9,22,3,19,2,2,30,17
"CAGL0I08305g",2,8,14,14,13,15,13,7,16,14,11,1,0
"CAGL0I01848g",1,2,2,2,5,0,0,0,2,0,1,1,2
"CAGL0I05390g",1,1,1,2,1,0,0,0,1,0,0,0,0
"CAGL0I03916g",0,0,3,0,1,2,2,0,0,0,0,1,0
"CAGL0I07843g",51,11,157,202,27,31,115,53,9,15,14,57,65
"CAGL0I01892g",0,0,0,1,0,0,1,0,0,0,0,1,1
"CAGL0I08063g",0,0,3,2,2,2,1,0,0,0,2,0,5
"CAGL0K06985g",1,1,2,3,1,0,0,0,0,0,1,2,3
"CAGL0K07315g",0,1,0,0,1,0,0,0,0,0,0,0,0
"CAGL0K06303g",2,1,3,2,4,0,2,1,2,0,1,4,3
"CAGL0L05390g",0,0,0,0,0,1,0,1,3,0,0,0,1
"CAGL0L10604g",1,0,2,0,1,0,1,1,0,1,0,0,0
"CAGL0L06798g",5,2,2,0,2,3,3,1,3,0,1,1,0
"CAGL0L12672g",4,6,10,3,6,5,4,6,3,3,0,5,5
"CAGL0L10692g",3,0,2,0,0,0,0,0,0,1,0,0,1
"CAGL0L08184g",1,4,3,1,2,0,2,0,3,0,0,0,0
"CAGL0L07172g",1,1,2,1,0,0,1,0,0,0,0,0,0
"CAGL0L02849g",0,0,1,0,0,0,0,2,0,0,0,0,0
"CAGL0L12540g",0,1,4,1,4,2,1,2,4,0,0,1,0
"CAGL0L08756g",1,2,2,0,0,0,2,2,2,0,1,2,1
"CAGL0L06028g",3,9,4,15,5,0,10,5,8,2,0,12,13
"CAGL0L03498g",5,0,6,1,5,4,9,5,3,2,0,0,2
"CAGL0L03289g",2,1,5,2,1,1,1,1,1,0,0,0,0
"CAGL0L02981g",6,4,1,6,7,6,1,4,2,9,3,3,1
"CAGL0L05852g",0,0,0,0,1,0,0,0,0,0,0,1,0
"CAGL0L06138g",0,1,3,0,1,1,2,0,1,1,3,4,4
"CAGL0L10092g",3,4,0,3,2,2,5,1,5,1,0,1,1
"CAGL0L13134g",9,12,19,19,3,12,21,6,41,11,12,0,0
"CAGL0L07612r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L12914g",2,3,5,1,2,4,2,2,4,0,0,3,1
"CAGL0L01067g",0,0,1,0,0,2,1,0,2,0,1,2,2
"CAGL0L07942g",0,0,0,0,0,2,1,0,1,0,0,0,1
"CAGL0L05368g",84,51,112,66,92,85,90,48,93,41,51,107,110
"CAGL0L06006g",0,0,0,1,0,1,0,0,0,0,0,0,0
"CAGL0L08976g",37,29,33,26,26,31,51,23,28,12,26,37,50
"CAGL0L04836g",0,0,0,1,0,0,0,0,0,0,0,0,1
"CAGL0L01441g",2,1,3,2,0,2,2,1,2,1,2,0,1
"CAGL0L12276g",1,0,1,0,3,0,0,1,0,0,0,4,3
"CAGL0L07414g",1,0,1,1,2,1,1,0,0,0,0,0,0
"CAGL0L08492g",8,5,12,6,4,6,6,0,9,5,3,8,6
"CAGL0L08140g",1,2,1,0,1,0,0,0,0,1,5,1,1
"CAGL0L00363g",2,3,6,5,4,1,5,0,10,3,3,0,0
"CAGL0L04092g",1,0,5,1,1,2,5,1,1,1,0,3,0
"CAGL0L03630g",2,3,5,0,4,3,2,0,1,0,0,0,2
"CAGL0L02145g",1,0,1,1,0,0,2,0,1,0,0,1,0
"CAGL0L07634g",1,0,0,1,0,0,0,0,2,0,0,1,0
"CAGL0L04972r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L07656g",13,5,71,39,6,4,5,9,14,6,3,9,9
"CAGL0L03828g",0,1,0,1,0,1,0,0,0,1,0,6,9
"CAGL0L10648g",3,6,2,2,1,6,1,1,2,0,1,10,9
"CAGL0L09295g",21,15,19,6,22,12,14,11,11,9,9,74,58
"CAGL0L12694g",2,2,4,1,0,1,5,4,4,1,2,3,1
"CAGL0L10868g",8,0,4,3,2,1,2,0,6,2,1,1,1
"CAGL0L04818g",0,1,2,1,0,0,0,1,1,0,0,1,1
"CAGL0L02079g",2,1,0,0,0,0,1,2,0,1,0,1,0
"CAGL0L09174g",28,27,32,36,28,34,50,27,46,18,21,7,19
"CAGL0L06842g",1,0,0,0,0,0,1,0,0,0,0,2,4
"CAGL0L12056g",6,1,4,0,2,3,5,2,3,0,1,0,0
"CAGL0L09801g",0,3,0,0,0,0,0,1,1,0,0,0,1
"CAGL0L09845g",1,0,1,1,0,2,0,0,1,0,0,0,0
"CAGL0L11154g",0,1,1,0,0,0,0,1,0,0,1,0,0
"CAGL0F07733g",231,239,455,345,285,292,325,158,421,205,228,74,52
"CAGL0F08041g",2,3,2,1,2,0,1,0,3,0,1,0,0
"CAGL0F01573g",0,0,1,0,0,0,0,0,1,0,0,0,0
"CAGL0F06633g",1,1,2,1,0,1,1,1,0,0,0,0,0
"CAGL0J09658g",2,2,0,2,0,0,1,0,0,0,1,3,0
"CAGL0J06204g",1,0,1,2,2,1,1,2,1,0,0,0,1
"CAGL0J07590g",12,27,17,6,15,18,23,13,11,7,4,3,5
"CAGL0J08074g",4,10,7,7,6,11,3,3,5,7,3,4,8
"CAGL0J05786g",1,1,3,1,2,1,3,2,0,0,0,0,0
"CAGL0J03366g",3,5,1,0,1,0,2,0,1,0,0,0,0
"CAGL0J08888g",9,5,19,17,16,7,17,14,11,3,7,18,14
"CAGL0J04818g",3,3,4,1,1,1,1,2,3,0,0,1,2
"CAGL0J11418g",0,1,1,0,1,0,0,0,1,0,1,0,0
"CAGL0J08657g",4,3,5,2,1,0,2,1,2,0,0,27,28
"CAGL0J03982g",1,1,0,0,0,0,0,0,0,0,0,2,2
"CAGL0J09944g",8,16,11,8,6,3,35,20,8,1,0,2,6
"CAGL0J05544g",0,0,0,0,1,0,0,0,0,0,0,1,0
"CAGL0J09218g",0,0,0,0,0,1,1,0,2,0,0,0,0
"CAGL0J00979r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0J04686g",2,2,4,0,2,2,4,2,0,0,3,0,2
"CAGL0J06226g",1,4,2,2,0,0,0,2,3,2,1,17,13
"CAGL0J11022g",8,7,6,18,3,6,12,13,8,6,1,11,8
"CAGL0J00451g",1,2,6,1,1,1,2,6,2,1,3,1,0
"CAGL0J02860g",0,0,1,1,0,0,1,0,0,0,0,0,0
"CAGL0J07216g",4,3,6,8,4,7,7,3,10,3,3,2,1
"CAGL0J02464g",5,1,1,0,0,0,1,0,4,0,0,1,1
"CAGL0J00187g",0,0,0,0,1,0,2,0,0,1,0,0,0
"CAGL0J02222g",1,1,1,1,0,0,2,0,1,0,0,0,0
"CAGL0J10824g",33,17,30,21,46,49,16,20,25,25,20,62,77
"CAGL0J11242g",0,2,2,0,0,1,0,0,0,0,1,1,0
"CAGL0J06336g",7,4,0,0,5,7,2,1,0,0,1,23,13
"CAGL0J08140g",2,2,2,1,1,1,2,0,1,0,2,0,0
"CAGL0J01705r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0J04070g",0,1,2,1,0,1,0,1,0,0,1,0,0
"CAGL0J02508g",70,74,79,62,77,61,101,44,98,19,46,51,70
"CAGL0J06358g",9,20,15,17,20,18,18,2,26,10,21,21,27
"CAGL0J00363g",0,0,0,0,0,0,3,0,0,0,1,0,1
"CAGL0J09790g",1,4,6,3,4,3,5,1,1,3,4,2,4
"CAGL0J07810g",14,7,11,7,21,12,6,3,6,11,7,88,63
"CAGL0J04488g",20,27,36,27,23,31,25,17,35,17,22,7,8
"CAGL0J04202g",1,1,0,1,6,6,0,0,0,0,0,2,2
"CAGL0J05676g",1,1,1,1,0,0,4,0,0,0,0,0,0
"CAGL0J08184g",7,8,12,11,7,4,9,4,6,7,7,22,26
"CAGL0J10978g",15,14,24,20,23,17,8,5,20,10,7,6,12
"CAGL0J03608g",1,1,0,0,0,0,1,1,1,0,2,2,2
"CAGL0J08866g",1,1,4,1,1,0,3,1,0,0,0,0,2
"CAGL0J00825g",0,0,0,0,0,1,2,1,0,0,0,1,0
"CAGL0J06974g",4,1,0,0,0,0,2,0,3,0,0,0,0
"CAGL0J03718g",2,1,5,0,1,3,4,1,3,0,1,0,0
"CAGL0J05368g",6,2,4,2,3,1,3,2,5,1,4,0,1
"CAGL0J11638g",2,0,1,0,2,0,3,2,2,1,0,1,7
"CAGL0J02200g",4,8,13,9,9,6,13,3,12,4,3,1,7
"CAGL0J07546g",4,1,5,5,4,3,2,5,5,0,2,2,4
"CAGL0J02838g",0,0,1,0,1,0,0,0,0,0,0,0,0
"CAGL0J05346g",0,0,4,6,2,6,2,1,4,4,20,0,0
"CAGL0K02695g",3,0,2,6,0,4,4,2,0,2,1,2,2
"CAGL0K00539g",1,0,0,1,0,0,0,0,0,0,0,0,0
"CAGL0K08030g",0,1,1,1,0,0,1,0,1,2,2,3,0
"CAGL0K04279g",0,0,0,0,0,2,0,0,0,1,2,1,0
"CAGL0K06193g",1,0,1,0,0,0,1,0,0,0,0,0,0
"CAGL0K02321g",1,1,1,0,0,1,0,2,1,0,0,1,2
"CAGL0K06369g",3,2,0,0,0,0,1,0,0,0,0,0,1
"CAGL0A02772g",1,5,0,0,1,0,3,1,1,0,1,0,0
"CAGL0A04697g",5,1,2,1,3,1,0,1,3,0,0,3,0
"CAGL0A03674g",0,3,1,1,2,1,1,1,1,0,0,3,1
"CAGL0A02530g",7,1,12,5,1,2,6,0,5,5,1,0,2
"CAGL0A03344g",0,1,0,0,0,0,0,1,0,0,0,1,0
"CAGL0A03190g",2,0,3,1,3,8,6,3,4,3,2,0,0
"CAGL0A01067g",3,4,4,3,3,2,2,5,3,0,1,1,0
"CAGL0A03476g",0,0,1,0,0,0,0,0,0,0,0,1,0
"CAGL0A03058g",0,0,0,1,1,0,1,0,1,0,0,0,1
"CAGL0A00605g",8,4,9,7,6,2,33,10,9,2,5,1,0
"CAGL0A01199g",100,83,2,4,45,27,25,11,2,8,10,191,176
"CAGL0A02706g",3,7,2,4,0,3,4,5,5,1,2,4,2
"CAGL0A04499g",1,0,0,0,1,1,0,1,3,0,0,1,0
"CAGL0D02046g",1,2,6,1,4,0,2,1,0,1,0,1,0
"CAGL0D00352g",1,1,0,1,0,0,1,0,1,0,0,0,0
"CAGL0D02640g",2,1,8,1,4,5,1,2,0,2,3,3,3
"CAGL0D01540g",0,1,0,2,1,2,1,0,0,1,0,0,0
"CAGL0D06512g",0,0,3,1,1,0,2,1,1,0,1,1,0
"CAGL0D06006g",0,3,3,3,1,1,1,4,2,2,2,5,1
"CAGL0D05412g",1,4,2,6,4,3,4,1,2,0,0,5,3
"CAGL0D03674g",0,0,1,2,1,1,1,2,1,0,1,1,1
"CAGL0D05060g",0,1,3,3,2,4,0,1,0,1,1,9,12
"CAGL0D06028g",8,8,7,5,8,7,5,5,8,5,5,4,5
"CAGL0D03256g",0,0,0,0,2,1,1,1,0,0,0,1,0
