"","N1","N2","O1","O2","P1","P2","Q1","Q2","R1","W1","W2","W3","W4"
"CAGL0L10274r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L05280g",4,1,1,1,1,0,0,0,1,0,1,0,0
"CAGL0L03586g",4,0,4,0,2,0,2,0,2,0,0,1,5
"CAGL0L04070g",0,0,1,0,0,0,2,0,0,0,0,0,0
"CAGL0L00693g",0,0,0,0,0,0,1,0,0,0,1,0,0
"CAGL0L01177g",8,8,4,5,13,10,15,4,14,4,3,2,2
"CAGL0L01991g",5,2,1,13,6,5,1,3,2,5,4,13,4
"CAGL0L04884g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L02871g",3,1,3,2,1,4,12,3,2,1,2,3,2
"CAGL0L01969g",0,0,0,0,0,0,0,2,0,0,0,1,0
"CAGL0L12760g",4,4,8,7,2,4,4,4,6,2,1,1,3
"CAGL0L12584g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0L03355g",0,0,0,0,1,0,0,0,1,0,0,1,0
"CAGL0L09229g",2,5,0,4,1,2,3,1,1,1,0,7,8
"CAGL0L00605g",0,0,0,0,0,0,0,1,0,0,0,4,2
"CAGL0L11242g",1,0,0,0,1,0,1,1,2,1,0,2,3
"CAGL0L12254g",0,1,0,0,1,1,0,0,0,0,1,5,1
"CAGL0L01243g",0,0,0,0,1,0,1,0,1,0,1,0,1
"CAGL0L03960g",4,0,0,1,0,1,0,0,0,0,0,0,1
"CAGL0L04356g",3,2,0,0,0,1,1,1,2,0,0,31,24
"CAGL0F07535g",20,16,12,7,18,11,12,9,7,5,9,17,31
"CAGL0F07513g",1,2,2,2,0,4,1,4,8,13,15,4,0
"CAGL0F06655g",0,0,0,0,0,0,0,0,0,0,0,0,1
"CAGL0F01023g",5,5,2,3,0,2,4,0,3,1,1,0,1
"CAGL0F06853g",4,1,5,1,1,2,3,1,8,1,0,4,3
"CAGL0F03971g",1,2,1,0,1,0,0,1,2,0,0,1,0
"CAGL0F02233g",4,2,4,2,3,3,16,2,5,3,1,1,4
"CAGL0F07887g",3,5,3,0,2,1,3,1,4,0,0,0,0
"CAGL0F07073g",10,9,32,8,22,3,23,3,29,0,1,3,4
"CAGL0F00825g",3,1,0,0,1,1,0,0,2,1,0,5,7
"CAGL0F09097g",2,0,1,2,0,2,1,0,0,2,0,3,3
"CAGL0F04763g",8,11,5,8,10,9,9,4,5,6,6,11,9
"CAGL0F02409r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0F07799g",2,1,0,0,3,8,0,0,2,1,1,6,12
"CAGL0F01221g",0,0,2,3,0,0,0,1,3,0,0,2,0
"CAGL0F04367g",6,3,7,7,11,7,22,15,9,2,2,1,0
"CAGL0F07095g",5,3,123,94,19,22,8,7,9,10,10,26,23
"CAGL0F06545g",2,2,2,2,1,4,6,2,2,1,2,4,3
"CAGL0F03069g",5,2,1,0,1,0,1,1,0,1,0,3,1
"CAGL0F04609g",1,1,2,0,1,0,3,0,1,0,0,0,0
"CAGL0F01639g",16,24,17,15,9,12,36,17,23,9,14,26,30
"CAGL0F05159g",3,2,4,1,1,2,11,4,6,2,0,1,1
"CAGL0F02497g",0,2,0,0,1,0,0,0,1,0,0,0,0
"CAGL0F02959g",0,0,1,0,0,0,0,0,0,0,0,0,0
"CAGL0F06215g",1,1,2,0,1,0,0,0,0,0,0,0,0
"CAGL0F01111g",1,0,4,1,1,4,0,2,3,0,1,0,0
"CAGL0F08855g",4,4,6,2,4,1,1,0,6,0,4,2,2
"CAGL0F01683g",1,1,2,2,2,2,4,0,6,0,4,1,3
"CAGL0F03773g",4,6,5,13,8,6,6,6,7,12,12,0,2
"CAGL0F01881g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0F08635g",0,1,0,2,1,0,1,0,0,0,0,1,0
"CAGL0F07249g",2,1,1,3,3,4,2,1,0,1,2,0,3
"CAGL0F04279g",0,0,0,0,1,0,0,0,0,0,0,0,1
"CAGL0F01617g",9,3,8,3,7,3,3,3,4,3,4,0,1
"CAGL0J05720g",0,1,2,3,0,2,1,2,2,0,0,0,0
"CAGL0J10626g",4,0,3,0,2,3,2,1,3,4,2,1,3
"CAGL0J11880g",5,4,5,7,4,5,8,0,4,4,2,3,1
"CAGL0J01870g",1,11,3,3,2,6,13,2,8,5,4,6,1
"CAGL0J08459g",50,49,3,13,5,9,26,4,3,2,10,76,61
"CAGL0J07018g",146,136,5,4,61,73,79,33,4,3,2,111,76
"CAGL0J07986g",2,0,2,0,0,1,1,0,0,0,0,0,0
"CAGL0J09416g",23,12,21,5,18,19,17,9,14,7,4,27,32
"CAGL0J04774g",2,1,1,2,4,5,1,1,2,0,1,1,2
"CAGL0J06374g",4,3,3,0,2,4,0,0,0,0,1,0,0
"CAGL0J03520g",4,3,1,4,7,1,3,0,3,1,1,2,2
"CAGL0J03960g",0,1,0,0,0,0,0,1,0,0,0,0,0
"CAGL0J09438r",0,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0J08096g",1,3,1,3,3,1,10,4,3,0,1,2,3
"CAGL0J02816g",2,0,0,1,1,0,0,0,2,0,1,0,0
"CAGL0J03674g",0,1,1,5,1,2,5,2,0,3,1,1,0
"CAGL0K08514g",8,3,3,1,2,4,2,1,2,0,1,5,2
"CAGL0K07073g",7,11,12,17,16,6,40,13,19,2,8,3,3
"CAGL0K06281g",0,2,0,0,0,0,0,0,0,1,1,0,0
"CAGL0K11990g",0,1,1,4,3,0,1,1,1,2,1,0,0
"CAGL0K04895g",2,0,2,0,1,1,0,1,2,0,0,0,0
"CAGL0K04961g",0,1,0,5,0,1,3,3,0,2,1,1,1
"CAGL0K08360g",0,0,6,0,1,1,0,0,0,3,1,2,1
"CAGL0K04609g",0,0,0,0,1,0,0,0,0,0,1,0,1
"CAGL0K01089g",1,3,2,1,7,2,2,0,0,0,0,1,4
"CAGL0K06941g",43,43,25,25,28,39,52,31,39,15,21,16,13
"CAGL0K10824g",7,6,10,8,7,3,22,18,8,3,1,1,0
"CAGL0K10758g",1,0,2,0,0,0,0,0,0,1,0,0,1
"CAGL0K09680g",0,0,0,1,1,2,2,1,0,0,0,0,0
"CAGL0K10362g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K02387g",2,0,2,0,4,0,0,0,0,0,0,0,0
"CAGL0K03443g",4,1,2,0,0,1,0,0,0,1,0,8,3
"CAGL0K05269g",4,0,0,0,4,4,2,0,2,2,1,4,2
"CAGL0K04037g",5,3,1,0,3,4,1,2,3,1,1,42,44
"CAGL0K04213g",23,22,19,16,42,48,27,10,27,16,12,47,39
"CAGL0K11814g",1,0,1,0,0,1,0,0,0,0,0,0,0
"CAGL0K03459g",1,0,0,1,0,0,0,1,0,0,1,4,2
"CAGL0K06435g",10,5,16,17,6,21,14,10,14,10,8,1,1
"CAGL0K06567g",3,1,11,4,8,1,4,4,5,0,0,1,1
"CAGL0K09174r",0,0,2,1,1,1,0,0,1,0,0,0,0
"CAGL0K06259g",7,4,3,5,2,1,7,1,1,2,1,5,5
"CAGL0K04169g",15,16,32,19,17,25,12,8,30,11,13,35,30
"CAGL0K12012g",3,0,1,3,0,1,3,1,7,0,0,0,0
"CAGL0K10142g",0,1,0,0,0,0,1,0,0,0,0,5,1
"CAGL0K04543g",0,0,1,0,0,2,2,0,0,0,1,2,0
"CAGL0K08602g",0,2,0,0,1,0,1,0,0,0,0,1,1
"CAGL0K09988g",4,3,3,2,6,3,6,2,3,2,3,4,3
"CAGL0K07139g",5,1,3,0,2,1,1,0,5,0,0,0,0
"CAGL0K06699g",0,1,0,0,1,2,0,0,0,0,0,1,1
"CAGL0K11704r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K01793g",0,1,0,1,1,2,0,0,2,0,0,0,0
"CAGL0K10494g",3,0,0,2,1,2,2,0,0,1,2,1,1
"CAGL0K02079g",1,3,1,1,4,0,2,1,3,0,0,0,0
"CAGL0K09394g",2,0,1,0,0,0,1,0,1,0,0,0,0
"CAGL0A03388g",19,9,35,28,21,34,12,14,20,10,3,3,0
"CAGL0A01760g",11,5,9,1,0,6,8,1,5,0,4,4,4
"CAGL0A00935g",8,12,13,9,9,11,30,11,15,3,1,5,5
"CAGL0A01089g",4,6,8,5,1,4,11,3,9,4,1,5,1
"CAGL0A01980g",2,0,2,0,4,3,6,2,9,0,0,1,2
"CAGL0A02926g",2,1,1,1,1,0,3,0,2,0,0,0,0
"CAGL0A01716g",10,3,3,3,14,8,6,5,7,4,0,7,4
"CAGL0A01452g",5,3,5,3,7,4,4,0,4,1,2,14,7
"CAGL0A02002g",1,0,0,0,1,0,1,1,0,0,1,1,1
"CAGL0A00869g",0,0,0,1,2,0,0,1,1,0,2,1,2
"CAGL0A03234g",9,7,4,9,2,7,7,3,12,2,1,2,0
"CAGL0A02629g",2,3,2,1,0,2,1,4,1,0,1,1,0
"CAGL0A00715g",17,21,25,13,18,19,27,9,34,11,15,19,14
"CAGL0A01284g",232,208,36,35,28,32,122,78,15,23,37,81,80
"CAGL0A02387g",0,1,1,0,1,0,1,0,0,0,0,0,0
"CAGL0A02596g",4,3,10,5,11,4,5,1,4,2,4,3,4
"CAGL0A02365g",14,15,20,24,22,57,29,21,16,19,17,16,16
"CAGL0A01694g",8,11,24,13,2,6,7,0,17,9,13,8,11
"CAGL0A00473g",7,6,3,1,3,3,4,5,1,1,0,0,1
"CAGL0A03784g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0A00385g",19,15,17,6,24,19,15,8,4,12,7,30,23
"CAGL0A03212g",2,0,1,0,3,4,6,4,3,1,4,6,8
"CAGL0A03080g",0,0,1,0,0,0,0,0,0,0,0,0,0
"CAGL0A02838g",2,2,2,2,1,2,5,6,3,4,7,6,9
"CAGL0A02343g",2,2,2,4,1,3,1,0,2,1,1,5,4
"CAGL0A03630g",5,23,2,1,8,1,6,2,4,0,4,3,2
"CAGL0A04081g",3,4,4,6,1,9,3,0,1,2,3,9,10
"CAGL0A03927g",1,2,1,0,0,1,1,1,1,0,0,1,1
"CAGL0A01606g",0,1,0,2,5,0,3,0,0,0,1,4,0
"CAGL0A01650g",0,0,0,0,0,0,0,0,0,0,0,1,1
"CAGL0A00407g",0,1,1,1,0,0,0,0,0,0,0,2,2
"CAGL0A03883g",8,6,11,10,6,7,13,2,5,2,1,2,3
"CAGL0A01540g",1,1,4,2,0,0,2,0,2,0,0,1,0
"CAGL0D06292g",4,0,0,0,1,1,1,0,1,1,0,0,0
"CAGL0D05258g",0,0,0,2,0,1,1,0,0,0,0,2,0
"CAGL0D06710g",1,1,3,0,0,1,2,1,1,2,1,1,2
"CAGL0D03476r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D02178g",0,1,1,1,2,0,1,0,0,0,0,0,0
"CAGL0D02266g",1,1,2,0,0,0,0,1,1,0,1,0,0
"CAGL0D03300g",5,2,14,9,4,4,12,5,12,12,8,1,1
"CAGL0D02222g",1,2,7,0,0,5,8,1,6,4,2,0,2
"CAGL0D03784g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D00880g",3,1,12,0,4,0,4,0,8,0,0,0,1
"CAGL0D04158g",5,2,5,4,0,3,2,0,1,0,1,3,5
"CAGL0D03410g",16,24,55,50,29,32,39,17,41,37,57,10,15
"CAGL0D03146g",0,0,2,1,1,1,0,0,0,0,0,0,0
"CAGL0D06314g",2,1,1,0,1,4,1,0,0,0,0,0,0
"CAGL0D03586g",0,0,0,0,0,1,0,0,0,0,0,0,1
"CAGL0D06534g",0,0,0,0,0,1,0,0,0,0,1,2,2
"CAGL0D04290g",1,0,1,1,2,2,0,0,1,0,0,6,1
"CAGL0D00242g",1,1,4,0,0,0,1,2,2,0,1,1,2
"CAGL0D00726g",1,2,3,3,0,0,1,2,2,0,0,0,0
"CAGL0D04994g",1,2,2,0,0,0,0,0,3,0,0,0,0
"CAGL0D02244g",0,1,0,2,1,0,0,1,1,0,2,1,1
"CAGL0D00374g",0,0,1,0,1,0,1,0,0,0,0,0,1
"CAGL0D04906r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D05390r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D03806g",0,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0D02838g",2,1,0,3,2,1,0,0,2,3,0,1,0
"CAGL0H08778g",50,47,191,137,163,120,93,33,243,71,74,9,12
"CAGL0H01001g",4,1,0,0,0,1,0,1,3,0,0,0,0
"CAGL0H09174g",5,3,9,3,5,6,4,3,7,2,3,8,8
"CAGL0H07293g",0,0,1,0,0,0,1,0,1,0,0,2,0
"CAGL0I10879g",1,1,1,2,0,0,0,0,3,0,2,1,0
"CAGL0I06446g",4,5,1,1,6,2,1,3,3,1,2,14,8
"CAGL0I01100g",3,2,5,3,3,1,0,0,3,1,1,1,0
"CAGL0I06765g",0,0,0,0,0,0,2,0,0,1,0,2,0
"CAGL0I06644g",0,0,1,0,1,0,3,0,1,0,1,0,0
"CAGL0I02464g",1,1,1,1,0,3,3,0,0,1,3,1,2
"CAGL0I10340g",0,1,0,0,2,0,0,0,0,0,1,0,2
"CAGL0I07887g",6,11,7,4,18,11,18,2,13,5,4,3,4
"CAGL0I04202g",1,0,4,3,0,2,3,3,1,0,1,1,0
"CAGL0I05852g",0,0,0,0,0,0,0,0,0,0,0,0,1
"CAGL0I00836g",0,0,0,0,0,0,0,0,0,0,0,0,1
"CAGL0I02112g",0,0,1,0,0,0,0,0,0,1,0,0,0
"CAGL0I05896g",2,1,1,1,2,0,1,0,0,0,1,1,0
"CAGL0I03124r",0,0,0,0,0,0,0,0,0,0,0,1,0
"CAGL0I08767g",2,1,0,1,1,2,0,1,1,1,0,0,1
"CAGL0I07205g",4,5,0,0,1,0,1,1,1,0,1,1,0
"CAGL0I07777g",6,6,9,5,3,1,9,3,4,0,5,8,12
"CAGL0I10362g",0,1,1,0,0,0,0,0,0,0,0,0,1
"CAGL0I08547g",0,1,0,0,0,0,0,0,0,0,0,0,0
"CAGL0I05566g",1,0,1,1,2,4,1,0,3,1,0,8,1
"CAGL0I06116g",1,0,0,0,0,1,0,0,0,0,0,1,1
"CAGL0J05522g",0,0,0,0,0,1,0,2,0,0,0,1,0
"CAGL0J05852g",5,7,0,0,8,6,3,2,1,1,1,32,29
"CAGL0J09856g",3,1,12,1,7,0,12,0,3,1,0,0,0
"CAGL0J05918g",1,0,2,1,1,1,1,0,0,0,0,0,1
"CAGL0J05962g",2,3,2,0,1,0,0,2,0,1,0,1,2
"CAGL0J05654g",3,0,0,1,2,1,0,0,2,0,0,3,3
"CAGL0J01529g",0,3,3,0,2,0,1,1,0,1,2,0,0
"CAGL0J01243g",3,1,6,1,1,1,0,0,1,0,0,1,1
"CAGL0J07876g",0,0,0,0,1,0,0,0,0,1,1,0,1
"CAGL0J11396g",3,1,2,2,1,2,3,1,5,1,1,5,1
"CAGL0J10868g",9,12,10,9,8,8,6,2,2,1,5,18,14
"CAGL0K04323g",0,0,1,1,0,0,0,0,0,0,0,0,0
"CAGL0K09856g",11,7,26,14,11,9,12,12,13,8,8,20,18
"CAGL0K00319g",1,5,0,1,1,2,2,0,2,0,2,1,0
"CAGL0K04587g",1,1,3,0,3,0,3,0,0,1,1,3,5
"CAGL0K05929r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K04103g",0,0,1,0,1,3,0,0,2,0,0,0,1
"CAGL0K00825g",3,15,2,6,5,7,5,2,3,4,5,12,21
"CAGL0K03091g",0,1,1,0,0,1,0,1,0,0,0,6,5
"CAGL0K06413g",1,0,1,0,0,1,1,0,0,0,0,0,3
"CAGL0K05063r",16,32,19,11,17,15,77,29,35,6,4,20,11
"CAGL0K08778r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0K07337g",0,2,0,4,3,4,3,2,5,2,3,3,0
"CAGL0K04851g",0,0,0,0,0,0,0,0,1,0,0,0,0
"CAGL0K00231g",1,1,0,2,0,1,0,0,0,8,6,0,3
"CAGL0K00583g",9,5,4,3,9,4,1,0,8,2,2,3,2
"CAGL0K12100g",1,0,2,0,0,0,1,1,2,2,0,0,0
"CAGL0K11726g",5,3,5,1,0,3,3,3,2,1,0,0,0
"CAGL0K11506g",3,5,4,2,0,5,1,2,1,0,3,1,0
"CAGL0K06127g",1,2,2,4,1,1,3,0,5,0,0,0,0
"CAGL0F07667g",0,0,1,2,0,5,2,3,5,0,1,7,8
"CAGL0F08877g",1,0,5,2,0,2,0,1,3,3,0,1,0
"CAGL0F03685g",2,3,3,0,0,0,1,1,1,0,1,0,1
"CAGL0F06017g",1,0,2,1,4,1,1,0,0,0,0,0,0
"CAGL0F02673g",0,1,0,1,0,0,0,1,0,0,0,0,0
"CAGL0F03597g",1,0,0,0,0,0,0,1,0,0,1,0,0
"CAGL0F08327g",0,0,1,2,0,0,2,0,3,1,0,0,0
"CAGL0F02783g",1,6,1,1,1,0,7,2,7,1,1,3,4
"CAGL0F06875g",5,4,5,2,7,5,6,1,4,1,1,1,0
"CAGL0F04873g",4,1,3,1,11,2,3,2,2,0,1,4,9
"CAGL0F07117g",0,0,0,1,0,0,0,0,0,0,0,0,0
"CAGL0F01991g",1,1,0,0,0,1,2,0,0,0,1,2,4
"CAGL0F00759g",4,1,1,2,1,2,0,0,0,1,0,0,0
"CAGL0F09031g",10,11,13,4,10,8,10,7,13,1,0,3,4
"CAGL0F07491g",1,0,1,0,2,0,1,0,0,0,0,0,0
"CAGL0I05192g",0,0,1,0,0,0,0,0,3,0,0,0,0
"CAGL0I04092g",1,3,6,0,3,3,4,1,1,0,1,0,0
"CAGL0I01342g",0,4,1,1,0,1,3,0,0,2,0,0,2
"CAGL0I02772g",0,1,0,2,0,0,0,0,0,0,0,0,0
"CAGL0I10538g",1,0,2,0,2,1,2,0,0,0,0,6,1
"CAGL0I09174g",0,0,0,0,1,0,1,0,0,0,0,0,0
"CAGL0I08261g",0,0,1,0,0,0,0,0,1,0,1,0,0
"CAGL0I09372g",0,3,0,2,1,0,0,0,0,0,1,5,2
"CAGL0I02882g",5,4,1,4,4,7,8,1,1,3,1,9,16
"CAGL0I03784g",2,0,0,1,0,0,2,1,4,0,0,0,0
"CAGL0I05098g",0,1,0,0,2,0,1,2,1,1,0,1,1
"CAGL0I09702g",173,190,178,135,156,175,207,147,142,88,71,180,159
"CAGL0I07689g",1,1,0,0,0,0,1,0,0,0,1,2,2
"CAGL0I08019g",9,11,10,6,1,2,18,14,3,2,3,2,1
"CAGL0I09570g",0,5,0,3,2,2,0,3,1,0,1,3,2
"CAGL0I02068g",2,0,0,3,0,1,0,2,2,0,1,2,2
"CAGL0I01804g",11,3,6,2,3,1,0,0,5,0,0,1,0
"CAGL0I03256g",0,0,0,0,3,1,0,2,1,0,0,0,0
"CAGL0I10989g",2,1,1,1,1,2,0,3,3,1,3,17,17
"CAGL0I10494g",2,2,4,5,7,7,2,5,2,1,1,15,12
"CAGL0I09460g",20,15,33,37,26,29,36,16,27,17,16,5,2
"CAGL0I06072g",0,1,1,0,0,0,1,0,1,0,0,0,0
"CAGL0I04114g",12,11,27,12,23,6,23,11,17,16,15,4,3
"CAGL0I04290g",1,2,2,1,1,0,1,2,2,0,0,3,2
"CAGL0I03564g",2,0,1,0,1,0,0,1,0,0,0,0,2
"CAGL0I03652g",0,2,0,0,0,1,1,0,1,3,4,3,0
"CAGL0I04664g",110,122,108,84,97,106,147,59,117,54,61,118,84
"CAGL0I03850g",0,1,0,1,0,0,1,0,0,0,0,0,0
"CAGL0I04686g",1,3,8,1,2,1,1,0,0,0,1,0,0
"CAGL0I02860g",10,9,10,10,15,16,6,6,4,5,4,17,18
"CAGL0I01056g",0,0,1,1,0,2,3,0,1,1,1,0,0
"CAGL0I05478g",1,0,0,0,0,2,0,1,0,0,1,0,0
"CAGL0I03718g",9,2,3,0,2,0,5,1,3,0,0,0,0
"CAGL0I02046g",1,0,1,1,1,0,1,1,0,0,1,0,1
"CAGL0I09834g",1,6,28,15,21,15,9,2,15,11,7,3,11
"CAGL0I09526g",1,0,0,0,0,0,0,0,1,0,0,0,0
"CAGL0I07447g",5,8,2,1,10,8,9,4,4,0,4,4,3
"CAGL0I04708g",5,6,13,7,3,6,7,4,9,4,9,13,20
"CAGL0I06457g",0,2,2,1,1,1,0,0,0,0,1,2,1
"CAGL0K12782g",15,27,49,39,35,32,48,20,54,21,17,3,1
"CAGL0K11616g",25,34,18,23,31,26,66,38,29,5,13,20,21
"CAGL0K01881g",1,3,2,3,2,0,2,0,0,0,0,0,0
"CAGL0K07293g",0,2,3,1,1,1,4,2,2,1,0,0,0
"CAGL0K12144g",26,34,27,33,32,36,55,23,27,27,19,16,13
"CAGL0K11946g",0,1,0,4,1,2,1,0,1,0,0,1,3
"CAGL0K06033g",2,0,5,2,1,1,0,1,0,0,0,1,0
"CAGL0K03905g",3,1,5,4,6,8,7,2,2,5,2,4,9
"CAGL0K04345g",0,3,1,1,4,0,0,0,2,1,1,1,0
"CAGL0K12848g",1,3,6,0,3,2,1,0,1,0,1,0,0
"CAGL0K09372g",3,1,0,1,0,0,2,0,0,1,4,2,2
"CAGL0K12716g",3,1,0,1,3,1,0,0,1,3,3,2,2
"CAGL0M09603g",3,2,5,0,2,0,2,0,2,1,0,1,1
"CAGL0M03839g",10,12,8,12,3,7,5,8,6,5,5,1,0
"CAGL0M12991g",2,4,6,2,2,2,5,0,2,0,1,0,0
"CAGL0M13013g",1,1,0,0,2,0,1,0,0,0,0,0,1
"CAGL0M02761g",6,8,14,8,6,9,33,4,10,5,9,8,0
"CAGL0M13959g",6,3,1,1,0,1,0,3,4,1,0,1,7
"CAGL0M09757g",10,8,10,5,7,12,9,3,9,4,7,14,16
"CAGL0M07051g",8,7,25,15,32,18,13,5,29,12,12,4,1
"CAGL0M08932g",8,7,11,12,11,16,5,8,9,6,4,6,0
"CAGL0M08448g",3,1,2,0,6,2,1,1,3,1,1,2,0
"CAGL0M01782g",3,1,4,1,5,2,4,4,2,2,2,1,3
"CAGL0M01342g",3,1,2,1,0,3,2,1,1,2,3,0,1
"CAGL0M09207g",0,1,0,0,0,1,0,2,1,0,1,1,0
"CAGL0M02915g",2,0,3,0,1,0,0,0,1,0,0,7,4
"CAGL0M02871g",10,10,6,5,9,1,7,4,12,4,4,5,5
"CAGL0M13585g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M07183g",0,0,0,0,0,0,0,0,1,0,0,1,1
"CAGL0M06963g",142,173,162,145,151,183,248,118,188,89,77,127,129
"CAGL0M12529r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M05049g",1,1,2,0,1,0,0,0,0,0,0,0,0
"CAGL0M04763g",3,3,2,1,0,0,3,1,1,0,0,1,3
"CAGL0M00198g",3,0,1,0,3,1,1,3,3,0,5,4,1
"CAGL0M03377g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M02277g",0,0,0,0,0,0,0,0,0,0,0,1,0
"CAGL0M12859g",0,0,2,2,1,3,1,1,0,0,0,0,0
"CAGL0M11154g",1,3,7,3,6,4,2,4,2,2,2,0,1
"CAGL0M04081g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M02981g",1,0,0,0,0,0,1,0,0,0,0,0,0
"CAGL0M06259g",0,5,0,1,1,4,3,0,2,0,0,2,0
"CAGL0M12925g",0,0,3,1,2,3,0,1,1,0,0,1,2
"CAGL0M09867g",2,0,2,0,2,2,1,1,5,0,1,0,0
"CAGL0M09427g",2,2,0,0,1,1,0,1,0,2,1,6,2
"CAGL0M09152g",4,0,1,0,1,2,0,2,2,1,0,10,8
"CAGL0M01958g",2,0,0,2,1,1,0,1,5,3,0,0,0
"CAGL0M09515g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0M11726g",11,9,11,7,6,10,5,6,14,1,4,1,7
"CAGL0M00792g",5,2,2,2,2,3,1,0,0,0,1,1,0
"CAGL0M00726g",0,0,0,0,0,1,2,1,0,2,1,0,0
"CAGL0M12342g",0,0,0,2,2,0,0,0,0,0,0,0,0
"CAGL0M12947g",3,0,0,0,2,2,0,1,0,0,1,2,4
"CAGL0M09493g",1,0,0,0,0,0,1,1,0,0,0,0,0
"CAGL0M07007g",1,1,3,1,1,1,1,1,1,1,1,1,1
"CAGL0M12122g",3,1,3,2,0,0,1,0,2,0,2,0,0
"CAGL0M11236g",1,0,1,0,0,0,0,0,0,0,0,0,0
"CAGL0D01496g",1,0,1,0,0,2,2,0,1,0,0,1,0
"CAGL0D00616g",7,1,4,2,4,5,3,1,10,0,0,4,2
"CAGL0D01122g",1,0,1,1,3,0,0,3,1,2,0,0,0
"CAGL0D00946g",0,0,0,0,0,1,0,0,0,0,1,0,0
"CAGL0D05742g",0,0,1,0,1,0,1,0,1,0,0,0,1
"CAGL0D05236g",1,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D03542g",0,2,1,1,0,1,0,0,2,0,0,1,0
"CAGL0D01782g",40,23,117,84,49,52,66,36,136,48,61,16,14
"CAGL0D01320g",4,4,5,0,6,0,3,0,5,0,0,0,1
"CAGL0D04818g",2,1,0,0,1,1,0,1,2,0,0,0,0
"CAGL0D05192g",18,5,21,3,11,4,15,2,15,3,4,3,0
"CAGL0D01958g",1,1,1,1,1,2,0,0,0,0,0,1,1
"CAGL0D06226g",1,2,2,4,8,10,4,6,1,0,1,9,3
"CAGL0D05874g",3,5,9,1,2,1,5,0,3,1,1,0,1
"CAGL0D04378g",2,3,0,1,0,1,0,0,2,1,0,0,0
"CAGL0D05610g",0,1,1,0,0,2,1,2,1,0,0,0,1
"CAGL0D00308r",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0D05346g",0,0,1,1,0,0,0,0,0,0,0,0,0
"CAGL0D02018g",0,0,1,1,0,0,2,0,0,0,0,0,0
"CAGL0D01100g",4,3,9,7,8,6,7,12,19,21,28,3,4
"CAGL0D00770g",0,2,2,0,0,0,1,2,2,0,0,0,1
"CAGL0D04576g",0,1,1,0,0,0,0,0,0,0,0,0,0
"CAGL0D06336g",5,6,19,10,8,6,17,10,11,7,10,3,0
"CAGL0D03872g",0,0,0,0,0,1,0,1,0,0,0,2,2
"CAGL0D01408g",4,1,3,0,3,2,2,1,4,0,0,4,1
"CAGL0F05863g",3,3,3,0,5,0,4,0,1,0,0,1,0
"CAGL0G04433g",11,4,5,4,6,5,9,5,1,3,1,16,15
"CAGL0F05511g",0,0,4,1,1,0,2,1,0,0,1,0,0
"CAGL0G01100g",3,1,0,0,3,0,0,0,0,0,0,0,1
"CAGL0F04631g",3,1,4,3,3,1,4,2,2,1,1,3,4
"CAGL0G02079g",8,4,15,6,7,13,2,2,8,2,1,2,0
"CAGL0F00627g",1,2,2,3,1,3,0,1,2,1,1,1,8
"CAGL0F04411g",0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGL0F09163g",0,0,1,0,0,1,1,1,0,0,0,0,0
"CAGL0F06897g",3,1,0,2,6,6,5,2,3,1,3,5,10
"CAGL0F04345g",1,1,1,1,0,1,0,0,6,12,11,0,2
"CAGL0G06754g",1,1,0,0,0,0,1,0,0,0,0,0,0
"CAGL0G04807g",0,2,1,2,0,0,3,1,2,2,0,2,2
"CAGL0G00264g",6,3,12,8,1,8,5,2,4,0,3,0,0
"CAGL0G08910g",4,7,3,7,2,6,17,1,9,2,1,6,4
"CAGL0F08569g",1,2,1,0,3,0,0,0,1,0,0,0,0
"CAGL0G02453g",41,53,25,19,15,16,37,41,14,7,7,49,62
"CAGL0G01474g",22,30,33,30,18,15,32,15,32,12,19,9,9
"CAGL0F01089g",3,0,0,0,1,0,3,0,0,0,0,0,0
"CAGL0G00836g",1,0,1,1,1,1,1,1,4,4,2,0,1
